{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 90, 'tradetime': '06.03.2023 13:30:10'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:32:22'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 100, 'tradetime': '06.03.2023 13:32:22'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:32:22'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:32'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:32:39'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 33, 'tradetime': '06.03.2023 13:32:40'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 3, 'tradetime': '06.03.2023 13:32:41'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 56, 'tradetime': '06.03.2023 13:32:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:32:44'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 33, 'tradetime': '06.03.2023 13:32:55'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 12, 'tradetime': '06.03.2023 13:32:59'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:33:05'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:33:05'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:33:14'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 21, 'tradetime': '06.03.2023 13:33:19'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 1, 'tradetime': '06.03.2023 13:33:21'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 10, 'tradetime': '06.03.2023 13:33:21'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:33:24'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 20, 'tradetime': '06.03.2023 13:33:28'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:33:30'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:33:31'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:33:36'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 8, 'tradetime': '06.03.2023 13:34:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:34:14'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:34:21'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:34:29'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:34:36'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:34:38'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:34:40'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:34:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:34:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:34:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:34:44'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 15, 'tradetime': '06.03.2023 13:34:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:34:47'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:34:51'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:34:53'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 10, 'tradetime': '06.03.2023 13:34:55'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:34:56'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 3, 'tradetime': '06.03.2023 13:34:56'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 6, 'tradetime': '06.03.2023 13:34:59'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 8, 'tradetime': '06.03.2023 13:35:01'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 2, 'tradetime': '06.03.2023 13:35:06'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:08'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:09'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 2, 'tradetime': '06.03.2023 13:35:14'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:35:15'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 5, 'tradetime': '06.03.2023 13:35:15'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:15'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 2, 'tradetime': '06.03.2023 13:35:17'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:24'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:35:24'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:35:26'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 3, 'tradetime': '06.03.2023 13:35:34'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 1, 'tradetime': '06.03.2023 13:35:34'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:35'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 1, 'tradetime': '06.03.2023 13:35:38'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 5, 'tradetime': '06.03.2023 13:35:40'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 200, 'tradetime': '06.03.2023 13:35:40'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 20, 'tradetime': '06.03.2023 13:35:45'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 2, 'tradetime': '06.03.2023 13:35:45'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:48'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 200, 'tradetime': '06.03.2023 13:35:52'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 1, 'tradetime': '06.03.2023 13:35:53'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:35:54'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:36:05'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 8, 'tradetime': '06.03.2023 13:36:08'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:36:15'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 31, 'tradetime': '06.03.2023 13:36:17'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 3, 'tradetime': '06.03.2023 13:36:21'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 14, 'tradetime': '06.03.2023 13:36:29'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:36:29'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:36:31'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 7, 'tradetime': '06.03.2023 13:36:52'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:37:01'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:37:06'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:37:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 100, 'tradetime': '06.03.2023 13:37:40'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 16, 'tradetime': '06.03.2023 13:37:55'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:38:01'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 13, 'tradetime': '06.03.2023 13:38:07'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 25, 'tradetime': '06.03.2023 13:38:07'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:10'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:38:13'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 38, 'tradetime': '06.03.2023 13:38:14'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:38:14'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 18, 'tradetime': '06.03.2023 13:38:17'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 8, 'tradetime': '06.03.2023 13:38:17'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 12, 'tradetime': '06.03.2023 13:38:17'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:25'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:38:32'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:32'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:38:33'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:36'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:39'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:38:41'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 11, 'tradetime': '06.03.2023 13:38:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 13, 'tradetime': '06.03.2023 13:38:49'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 750, 'tradetime': '06.03.2023 13:38:49'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 25, 'tradetime': '06.03.2023 13:38:56'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:38:56'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:38:58'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:38:59'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:39:02'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 7, 'tradetime': '06.03.2023 13:39:04'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:39:11'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:39:11'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:39:13'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:39:15'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:39:27'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:39:28'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:39:29'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:39:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 11, 'tradetime': '06.03.2023 13:39:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:39:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:39:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:39:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:39:53'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 42, 'tradetime': '06.03.2023 13:39:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 100, 'tradetime': '06.03.2023 13:40:02'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 20, 'tradetime': '06.03.2023 13:40:02'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 6, 'tradetime': '06.03.2023 13:40:04'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:40:08'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:40:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:40:24'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:40:27'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 7, 'tradetime': '06.03.2023 13:40:38'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:40:42'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:40:43'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:40:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:40:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:40:51'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:40:52'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:40:54'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:40:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:41:04'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 51, 'tradetime': '06.03.2023 13:41:06'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:41:08'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:41:10'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 8, 'tradetime': '06.03.2023 13:41:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:41:15'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:15'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 3, 'tradetime': '06.03.2023 13:41:17'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:41:20'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:20'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:41:22'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:41:24'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:41:25'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:30'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 4, 'tradetime': '06.03.2023 13:41:30'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 6, 'tradetime': '06.03.2023 13:41:32'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:41:32'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:41:32'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:34'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:41:42'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:41:42'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 20, 'tradetime': '06.03.2023 13:41:45'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 21, 'tradetime': '06.03.2023 13:41:45'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:49'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:41:50'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 1, 'tradetime': '06.03.2023 13:41:51'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:41:55'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 21, 'tradetime': '06.03.2023 13:41:57'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:42:00'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 20, 'tradetime': '06.03.2023 13:42:05'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:42:20'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:21'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:42:21'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:22'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:29'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:42:29'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:42:35'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:39'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:42:41'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:42:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:42:49'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:42:55'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 12, 'tradetime': '06.03.2023 13:42:56'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 6, 'tradetime': '06.03.2023 13:42:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:43:01'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:43:06'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:43:12'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:43:13'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:43:19'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:43:20'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:43:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 8, 'tradetime': '06.03.2023 13:43:30'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:43:42'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:43:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:43:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 22, 'tradetime': '06.03.2023 13:43:55'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:43:55'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:44:00'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:44:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:44:09'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:44:13'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 27, 'tradetime': '06.03.2023 13:44:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:44:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:44:16'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:44:25'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:44:33'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:44:35'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:44:39'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:44:45'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:44:55'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:00'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:45:02'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:06'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 24, 'tradetime': '06.03.2023 13:45:10'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 9, 'tradetime': '06.03.2023 13:45:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:20'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:21'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:25'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:34'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:36'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:37'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:45:43'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:45:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 14, 'tradetime': '06.03.2023 13:45:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:50'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:45:51'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:07'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:46:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:46:19'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:46:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:27'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:28'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:32'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:46:37'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 44, 'tradetime': '06.03.2023 13:46:40'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 7, 'tradetime': '06.03.2023 13:46:45'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:46'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:46:48'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:56'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:05'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:47:08'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:47:09'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:10'}
